,m,n,beta,d,b_batch,seed,gap
175,100,200,0.35,1,1,28430,5.0
176,100,200,0.35,1,1,44015,4.0
177,100,200,0.35,1,1,42699,3.0
178,100,200,0.35,1,1,57975,4.0
179,100,200,0.35,1,1,32146,4.0
180,100,200,0.6,1,1,42,4.0
181,100,200,0.6,1,1,67,4.0
182,100,200,0.6,1,1,77,3.0
183,100,200,0.6,1,1,69,5.0
184,100,200,0.6,1,1,13,3.0
185,100,200,0.6,1,1,28430,5.0
186,100,200,0.6,1,1,44015,4.0
187,100,200,0.6,1,1,42699,3.0
188,100,200,0.6,1,1,57975,4.0
189,100,200,0.6,1,1,32146,4.0
190,100,200,0.85,1,1,42,4.0
191,100,200,0.85,1,1,67,4.0
192,100,200,0.85,1,1,77,3.0
193,100,200,0.85,1,1,69,5.0
194,100,200,0.85,1,1,13,3.0
195,100,200,0.85,1,1,28430,5.0
196,100,200,0.85,1,1,44015,4.0
197,100,200,0.85,1,1,42699,3.0
198,100,200,0.85,1,1,57975,4.0
199,100,200,0.85,1,1,32146,4.0
200,100,250,0.1,1,1,42,4.5
201,100,250,0.1,1,1,67,5.5
202,100,250,0.1,1,1,77,4.5
203,100,250,0.1,1,1,69,5.5
204,100,250,0.1,1,1,13,5.5
205,100,250,0.1,1,1,28430,5.5
206,100,250,0.1,1,1,44015,3.5
207,100,250,0.1,1,1,42699,3.5
208,100,250,0.1,1,1,57975,6.5
209,100,250,0.1,1,1,32146,4.5
210,100,250,0.35,1,1,42,4.5
211,100,250,0.35,1,1,67,5.5
212,100,250,0.35,1,1,77,4.5
213,100,250,0.35,1,1,69,5.5
214,100,250,0.35,1,1,13,5.5
215,100,250,0.35,1,1,28430,5.5
216,100,250,0.35,1,1,44015,3.5
217,100,250,0.35,1,1,42699,3.5
218,100,250,0.35,1,1,57975,6.5
219,100,250,0.35,1,1,32146,4.5
220,100,250,0.6,1,1,42,4.5
221,100,250,0.6,1,1,67,5.5
222,100,250,0.6,1,1,77,4.5
223,100,250,0.6,1,1,69,5.5
224,100,250,0.6,1,1,13,5.5
225,100,250,0.6,1,1,28430,5.5
226,100,250,0.6,1,1,44015,3.5
227,100,250,0.6,1,1,42699,3.5
228,100,250,0.6,1,1,57975,6.5
229,100,250,0.6,1,1,32146,4.5
230,100,250,0.85,1,1,42,4.5
231,100,250,0.85,1,1,67,5.5
232,100,250,0.85,1,1,77,4.5
233,100,250,0.85,1,1,69,5.5
234,100,250,0.85,1,1,13,5.5
235,100,250,0.85,1,1,28430,5.5
236,100,250,0.85,1,1,44015,3.5
237,100,250,0.85,1,1,42699,3.5
238,100,250,0.85,1,1,57975,6.5
239,100,250,0.85,1,1,32146,4.5
240,100,300,0.1,1,1,42,6.0
241,100,300,0.1,1,1,67,6.0
242,100,300,0.1,1,1,77,6.0
243,100,300,0.1,1,1,69,5.0
244,100,300,0.1,1,1,13,5.0
245,100,300,0.1,1,1,28430,7.0
246,100,300,0.1,1,1,44015,6.0
247,100,300,0.1,1,1,42699,4.0
248,100,300,0.1,1,1,57975,6.0
249,100,300,0.1,1,1,32146,5.0
250,100,300,0.35,1,1,42,6.0
251,100,300,0.35,1,1,67,6.0
252,100,300,0.35,1,1,77,6.0
253,100,300,0.35,1,1,69,5.0
254,100,300,0.35,1,1,13,5.0
255,100,300,0.35,1,1,28430,7.0
256,100,300,0.35,1,1,44015,6.0
257,100,300,0.35,1,1,42699,4.0
258,100,300,0.35,1,1,57975,6.0
259,100,300,0.35,1,1,32146,5.0
260,100,300,0.6,1,1,42,6.0
261,100,300,0.6,1,1,67,6.0
262,100,300,0.6,1,1,77,6.0
263,100,300,0.6,1,1,69,5.0
264,100,300,0.6,1,1,13,5.0
265,100,300,0.6,1,1,28430,7.0
266,100,300,0.6,1,1,44015,6.0
267,100,300,0.6,1,1,42699,4.0
268,100,300,0.6,1,1,57975,6.0
269,100,300,0.6,1,1,32146,5.0
270,100,300,0.85,1,1,42,6.0
271,100,300,0.85,1,1,67,6.0
272,100,300,0.85,1,1,77,6.0
273,100,300,0.85,1,1,69,5.0
274,100,300,0.85,1,1,13,5.0
275,100,300,0.85,1,1,28430,7.0
276,100,300,0.85,1,1,44015,6.0
277,100,300,0.85,1,1,42699,4.0
278,100,300,0.85,1,1,57975,6.0
279,100,300,0.85,1,1,32146,5.0
280,100,350,0.1,1,1,42,7.5
281,100,350,0.1,1,1,67,6.5
282,100,350,0.1,1,1,77,5.5
283,100,350,0.1,1,1,69,6.5
284,100,350,0.1,1,1,13,5.5
285,100,350,0.1,1,1,28430,7.5
286,100,350,0.1,1,1,44015,6.5
287,100,350,0.1,1,1,42699,4.5
288,100,350,0.1,1,1,57975,5.5
289,100,350,0.1,1,1,32146,5.5
290,100,350,0.35,1,1,42,7.5
291,100,350,0.35,1,1,67,6.5
292,100,350,0.35,1,1,77,5.5
293,100,350,0.35,1,1,69,6.5
294,100,350,0.35,1,1,13,5.5
295,100,350,0.35,1,1,28430,7.5
296,100,350,0.35,1,1,44015,6.5
297,100,350,0.35,1,1,42699,4.5
298,100,350,0.35,1,1,57975,5.5
299,100,350,0.35,1,1,32146,5.5
300,100,350,0.6,1,1,42,7.5
301,100,350,0.6,1,1,67,6.5
302,100,350,0.6,1,1,77,5.5
303,100,350,0.6,1,1,69,6.5
304,100,350,0.6,1,1,13,5.5
305,100,350,0.6,1,1,28430,7.5
306,100,350,0.6,1,1,44015,6.5
307,100,350,0.6,1,1,42699,4.5
308,100,350,0.6,1,1,57975,5.5
309,100,350,0.6,1,1,32146,5.5
310,100,350,0.85,1,1,42,7.5
311,100,350,0.85,1,1,67,6.5
312,100,350,0.85,1,1,77,5.5
313,100,350,0.85,1,1,69,6.5
314,100,350,0.85,1,1,13,5.5
315,100,350,0.85,1,1,28430,7.5
316,100,350,0.85,1,1,44015,6.5
317,100,350,0.85,1,1,42699,4.5
318,100,350,0.85,1,1,57975,5.5
319,100,350,0.85,1,1,32146,5.5
320,100,400,0.1,1,1,42,8.0
321,100,400,0.1,1,1,67,10.0
322,100,400,0.1,1,1,77,5.0
323,100,400,0.1,1,1,69,6.0
324,100,400,0.1,1,1,13,6.0
325,100,400,0.1,1,1,28430,7.0
326,100,400,0.1,1,1,44015,7.0
327,100,400,0.1,1,1,42699,4.0
328,100,400,0.1,1,1,57975,5.0
329,100,400,0.1,1,1,32146,6.0
330,100,400,0.35,1,1,42,8.0
331,100,400,0.35,1,1,67,10.0
332,100,400,0.35,1,1,77,5.0
333,100,400,0.35,1,1,69,6.0
334,100,400,0.35,1,1,13,6.0
335,100,400,0.35,1,1,28430,7.0
336,100,400,0.35,1,1,44015,7.0
337,100,400,0.35,1,1,42699,4.0
338,100,400,0.35,1,1,57975,5.0
339,100,400,0.35,1,1,32146,6.0
340,100,400,0.6,1,1,42,8.0
341,100,400,0.6,1,1,67,10.0
342,100,400,0.6,1,1,77,5.0
343,100,400,0.6,1,1,69,6.0
344,100,400,0.6,1,1,13,6.0
345,100,400,0.6,1,1,28430,7.0
346,100,400,0.6,1,1,44015,7.0
347,100,400,0.6,1,1,42699,4.0
348,100,400,0.6,1,1,57975,5.0
349,100,400,0.6,1,1,32146,6.0
350,100,400,0.85,1,1,42,8.0
351,100,400,0.85,1,1,67,10.0
352,100,400,0.85,1,1,77,5.0
353,100,400,0.85,1,1,69,6.0
354,100,400,0.85,1,1,13,6.0
355,100,400,0.85,1,1,28430,7.0
356,100,400,0.85,1,1,44015,7.0
357,100,400,0.85,1,1,42699,4.0
358,100,400,0.85,1,1,57975,5.0
359,100,400,0.85,1,1,32146,6.0
360,100,450,0.1,1,1,42,7.5
361,100,450,0.1,1,1,67,9.5
362,100,450,0.1,1,1,77,4.5
363,100,450,0.1,1,1,69,6.5
364,100,450,0.1,1,1,13,5.5
365,100,450,0.1,1,1,28430,7.5
366,100,450,0.1,1,1,44015,6.5
367,100,450,0.1,1,1,42699,3.5
368,100,450,0.1,1,1,57975,6.5
369,100,450,0.1,1,1,32146,5.5
370,100,450,0.35,1,1,42,7.5
371,100,450,0.35,1,1,67,9.5
372,100,450,0.35,1,1,77,4.5
373,100,450,0.35,1,1,69,6.5
374,100,450,0.35,1,1,13,5.5
375,100,450,0.35,1,1,28430,7.5
376,100,450,0.35,1,1,44015,6.5
377,100,450,0.35,1,1,42699,3.5
378,100,450,0.35,1,1,57975,6.5
379,100,450,0.35,1,1,32146,5.5
380,100,450,0.6,1,1,42,7.5
381,100,450,0.6,1,1,67,9.5
382,100,450,0.6,1,1,77,4.5
383,100,450,0.6,1,1,69,6.5
384,100,450,0.6,1,1,13,5.5
385,100,450,0.6,1,1,28430,7.5
386,100,450,0.6,1,1,44015,6.5
387,100,450,0.6,1,1,42699,3.5
388,100,450,0.6,1,1,57975,6.5
389,100,450,0.6,1,1,32146,5.5
390,100,450,0.85,1,1,42,7.5
391,100,450,0.85,1,1,67,9.5
392,100,450,0.85,1,1,77,4.5
393,100,450,0.85,1,1,69,6.5
394,100,450,0.85,1,1,13,5.5
395,100,450,0.85,1,1,28430,7.5
396,100,450,0.85,1,1,44015,6.5
397,100,450,0.85,1,1,42699,3.5
398,100,450,0.85,1,1,57975,6.5
399,100,450,0.85,1,1,32146,5.5
400,100,500,0.1,1,1,42,7.0
401,100,500,0.1,1,1,67,10.0
402,100,500,0.1,1,1,77,5.0
403,100,500,0.1,1,1,69,6.0
404,100,500,0.1,1,1,13,6.0
405,100,500,0.1,1,1,28430,8.0
406,100,500,0.1,1,1,44015,6.0
407,100,500,0.1,1,1,42699,5.0
408,100,500,0.1,1,1,57975,8.0
409,100,500,0.1,1,1,32146,7.0
410,100,500,0.35,1,1,42,7.0
411,100,500,0.35,1,1,67,10.0
412,100,500,0.35,1,1,77,5.0
413,100,500,0.35,1,1,69,6.0
414,100,500,0.35,1,1,13,6.0
415,100,500,0.35,1,1,28430,8.0
416,100,500,0.35,1,1,44015,6.0
417,100,500,0.35,1,1,42699,5.0
418,100,500,0.35,1,1,57975,8.0
419,100,500,0.35,1,1,32146,7.0
420,100,500,0.6,1,1,42,7.0
421,100,500,0.6,1,1,67,10.0
422,100,500,0.6,1,1,77,5.0
423,100,500,0.6,1,1,69,6.0
424,100,500,0.6,1,1,13,6.0
425,100,500,0.6,1,1,28430,8.0
426,100,500,0.6,1,1,44015,6.0
427,100,500,0.6,1,1,42699,5.0
428,100,500,0.6,1,1,57975,8.0
429,100,500,0.6,1,1,32146,7.0
430,100,500,0.85,1,1,42,7.0
431,100,500,0.85,1,1,67,10.0
432,100,500,0.85,1,1,77,5.0
433,100,500,0.85,1,1,69,6.0
434,100,500,0.85,1,1,13,6.0
435,100,500,0.85,1,1,28430,8.0
436,100,500,0.85,1,1,44015,6.0
437,100,500,0.85,1,1,42699,5.0
438,100,500,0.85,1,1,57975,8.0
439,100,500,0.85,1,1,32146,7.0
440,100,550,0.1,1,1,42,7.5
441,100,550,0.1,1,1,67,10.5
442,100,550,0.1,1,1,77,4.5
443,100,550,0.1,1,1,69,7.5
444,100,550,0.1,1,1,13,6.5
445,100,550,0.1,1,1,28430,7.5
446,100,550,0.1,1,1,44015,6.5
447,100,550,0.1,1,1,42699,5.5
448,100,550,0.1,1,1,57975,8.5
449,100,550,0.1,1,1,32146,6.5
450,100,550,0.35,1,1,42,7.5
451,100,550,0.35,1,1,67,10.5
452,100,550,0.35,1,1,77,4.5
453,100,550,0.35,1,1,69,7.5
454,100,550,0.35,1,1,13,6.5
455,100,550,0.35,1,1,28430,7.5
456,100,550,0.35,1,1,44015,6.5
457,100,550,0.35,1,1,42699,5.5
458,100,550,0.35,1,1,57975,8.5
459,100,550,0.35,1,1,32146,6.5
460,100,550,0.6,1,1,42,7.5
461,100,550,0.6,1,1,67,10.5
462,100,550,0.6,1,1,77,4.5
463,100,550,0.6,1,1,69,7.5
464,100,550,0.6,1,1,13,6.5
465,100,550,0.6,1,1,28430,7.5
466,100,550,0.6,1,1,44015,6.5
467,100,550,0.6,1,1,42699,5.5
468,100,550,0.6,1,1,57975,8.5
469,100,550,0.6,1,1,32146,6.5
470,100,550,0.85,1,1,42,7.5
471,100,550,0.85,1,1,67,10.5
472,100,550,0.85,1,1,77,4.5
473,100,550,0.85,1,1,69,7.5
474,100,550,0.85,1,1,13,6.5
475,100,550,0.85,1,1,28430,7.5
476,100,550,0.85,1,1,44015,6.5
477,100,550,0.85,1,1,42699,5.5
478,100,550,0.85,1,1,57975,8.5
479,100,550,0.85,1,1,32146,6.5
480,100,600,0.1,1,1,42,7.0
481,100,600,0.1,1,1,67,11.0
482,100,600,0.1,1,1,77,5.0
483,100,600,0.1,1,1,69,7.0
484,100,600,0.1,1,1,13,7.0
485,100,600,0.1,1,1,28430,9.0
486,100,600,0.1,1,1,44015,7.0
487,100,600,0.1,1,1,42699,6.0
488,100,600,0.1,1,1,57975,8.0
489,100,600,0.1,1,1,32146,7.0
490,100,600,0.35,1,1,42,7.0
491,100,600,0.35,1,1,67,11.0
492,100,600,0.35,1,1,77,5.0
493,100,600,0.35,1,1,69,7.0
494,100,600,0.35,1,1,13,7.0
495,100,600,0.35,1,1,28430,9.0
496,100,600,0.35,1,1,44015,7.0
497,100,600,0.35,1,1,42699,6.0
498,100,600,0.35,1,1,57975,8.0
499,100,600,0.35,1,1,32146,7.0
500,100,600,0.6,1,1,42,7.0
501,100,600,0.6,1,1,67,11.0
502,100,600,0.6,1,1,77,5.0
503,100,600,0.6,1,1,69,7.0
504,100,600,0.6,1,1,13,7.0
505,100,600,0.6,1,1,28430,9.0
506,100,600,0.6,1,1,44015,7.0
507,100,600,0.6,1,1,42699,6.0
508,100,600,0.6,1,1,57975,8.0
509,100,600,0.6,1,1,32146,7.0
510,100,600,0.85,1,1,42,7.0
511,100,600,0.85,1,1,67,11.0
512,100,600,0.85,1,1,77,5.0
513,100,600,0.85,1,1,69,7.0
514,100,600,0.85,1,1,13,7.0
515,100,600,0.85,1,1,28430,9.0
516,100,600,0.85,1,1,44015,7.0
517,100,600,0.85,1,1,42699,6.0
518,100,600,0.85,1,1,57975,8.0
519,100,600,0.85,1,1,32146,7.0
520,100,650,0.1,1,1,42,7.5
521,100,650,0.1,1,1,67,11.5
522,100,650,0.1,1,1,77,5.5
523,100,650,0.1,1,1,69,7.5
524,100,650,0.1,1,1,13,6.5
525,100,650,0.1,1,1,28430,8.5
526,100,650,0.1,1,1,44015,6.5
527,100,650,0.1,1,1,42699,5.5
528,100,650,0.1,1,1,57975,7.5
529,100,650,0.1,1,1,32146,7.5
530,100,650,0.35,1,1,42,7.5
531,100,650,0.35,1,1,67,11.5
532,100,650,0.35,1,1,77,5.5
533,100,650,0.35,1,1,69,7.5
534,100,650,0.35,1,1,13,6.5
535,100,650,0.35,1,1,28430,8.5
536,100,650,0.35,1,1,44015,6.5
537,100,650,0.35,1,1,42699,5.5
538,100,650,0.35,1,1,57975,7.5
539,100,650,0.35,1,1,32146,7.5
540,100,650,0.6,1,1,42,7.5
541,100,650,0.6,1,1,67,11.5
542,100,650,0.6,1,1,77,5.5
543,100,650,0.6,1,1,69,7.5
544,100,650,0.6,1,1,13,6.5
545,100,650,0.6,1,1,28430,8.5
546,100,650,0.6,1,1,44015,6.5
547,100,650,0.6,1,1,42699,5.5
548,100,650,0.6,1,1,57975,7.5
549,100,650,0.6,1,1,32146,7.5
550,100,650,0.85,1,1,42,7.5
551,100,650,0.85,1,1,67,11.5
552,100,650,0.85,1,1,77,5.5
553,100,650,0.85,1,1,69,7.5
554,100,650,0.85,1,1,13,6.5
555,100,650,0.85,1,1,28430,8.5
556,100,650,0.85,1,1,44015,6.5
557,100,650,0.85,1,1,42699,5.5
558,100,650,0.85,1,1,57975,7.5
559,100,650,0.85,1,1,32146,7.5
560,100,700,0.1,1,1,42,7.0
561,100,700,0.1,1,1,67,12.0
562,100,700,0.1,1,1,77,6.0
563,100,700,0.1,1,1,69,8.0
564,100,700,0.1,1,1,13,7.0
565,100,700,0.1,1,1,28430,9.0
566,100,700,0.1,1,1,44015,7.0
567,100,700,0.1,1,1,42699,5.0
568,100,700,0.1,1,1,57975,8.0
569,100,700,0.1,1,1,32146,8.0
570,100,700,0.35,1,1,42,7.0
571,100,700,0.35,1,1,67,12.0
572,100,700,0.35,1,1,77,6.0
573,100,700,0.35,1,1,69,8.0
574,100,700,0.35,1,1,13,7.0
575,100,700,0.35,1,1,28430,9.0
576,100,700,0.35,1,1,44015,7.0
577,100,700,0.35,1,1,42699,5.0
578,100,700,0.35,1,1,57975,8.0
579,100,700,0.35,1,1,32146,8.0
580,100,700,0.6,1,1,42,7.0
581,100,700,0.6,1,1,67,12.0
582,100,700,0.6,1,1,77,6.0
583,100,700,0.6,1,1,69,8.0
584,100,700,0.6,1,1,13,7.0
585,100,700,0.6,1,1,28430,9.0
586,100,700,0.6,1,1,44015,7.0
587,100,700,0.6,1,1,42699,5.0
588,100,700,0.6,1,1,57975,8.0
589,100,700,0.6,1,1,32146,8.0
590,100,700,0.85,1,1,42,7.0
591,100,700,0.85,1,1,67,12.0
592,100,700,0.85,1,1,77,6.0
593,100,700,0.85,1,1,69,8.0
594,100,700,0.85,1,1,13,7.0
595,100,700,0.85,1,1,28430,9.0
596,100,700,0.85,1,1,44015,7.0
597,100,700,0.85,1,1,42699,5.0
598,100,700,0.85,1,1,57975,8.0
599,100,700,0.85,1,1,32146,8.0
600,100,750,0.1,1,1,42,6.5
601,100,750,0.1,1,1,67,12.5
602,100,750,0.1,1,1,77,6.5
603,100,750,0.1,1,1,69,8.5
604,100,750,0.1,1,1,13,7.5
605,100,750,0.1,1,1,28430,11.5
606,100,750,0.1,1,1,44015,7.5
607,100,750,0.1,1,1,42699,5.5
608,100,750,0.1,1,1,57975,9.5
609,100,750,0.1,1,1,32146,9.5
610,100,750,0.35,1,1,42,6.5
611,100,750,0.35,1,1,67,12.5
612,100,750,0.35,1,1,77,6.5
613,100,750,0.35,1,1,69,8.5
614,100,750,0.35,1,1,13,7.5
615,100,750,0.35,1,1,28430,11.5
616,100,750,0.35,1,1,44015,7.5
617,100,750,0.35,1,1,42699,5.5
618,100,750,0.35,1,1,57975,9.5
619,100,750,0.35,1,1,32146,9.5
620,100,750,0.6,1,1,42,6.5
621,100,750,0.6,1,1,67,12.5
622,100,750,0.6,1,1,77,6.5
623,100,750,0.6,1,1,69,8.5
624,100,750,0.6,1,1,13,7.5
625,100,750,0.6,1,1,28430,11.5
626,100,750,0.6,1,1,44015,7.5
627,100,750,0.6,1,1,42699,5.5
628,100,750,0.6,1,1,57975,9.5
629,100,750,0.6,1,1,32146,9.5
630,100,750,0.85,1,1,42,6.5
631,100,750,0.85,1,1,67,12.5
632,100,750,0.85,1,1,77,6.5
633,100,750,0.85,1,1,69,8.5
634,100,750,0.85,1,1,13,7.5
635,100,750,0.85,1,1,28430,11.5
636,100,750,0.85,1,1,44015,7.5
637,100,750,0.85,1,1,42699,5.5
638,100,750,0.85,1,1,57975,9.5
639,100,750,0.85,1,1,32146,9.5
640,100,800,0.1,1,1,42,7.0
641,100,800,0.1,1,1,67,13.0
642,100,800,0.1,1,1,77,6.0
643,100,800,0.1,1,1,69,8.0
644,100,800,0.1,1,1,13,8.0
645,100,800,0.1,1,1,28430,12.0
646,100,800,0.1,1,1,44015,8.0
647,100,800,0.1,1,1,42699,6.0
648,100,800,0.1,1,1,57975,9.0
649,100,800,0.1,1,1,32146,10.0
650,100,800,0.35,1,1,42,7.0
651,100,800,0.35,1,1,67,13.0
652,100,800,0.35,1,1,77,6.0
653,100,800,0.35,1,1,69,8.0
654,100,800,0.35,1,1,13,8.0
655,100,800,0.35,1,1,28430,12.0
656,100,800,0.35,1,1,44015,8.0
657,100,800,0.35,1,1,42699,6.0
658,100,800,0.35,1,1,57975,9.0
659,100,800,0.35,1,1,32146,10.0
660,100,800,0.6,1,1,42,7.0
661,100,800,0.6,1,1,67,13.0
662,100,800,0.6,1,1,77,6.0
663,100,800,0.6,1,1,69,8.0
664,100,800,0.6,1,1,13,8.0
665,100,800,0.6,1,1,28430,12.0
666,100,800,0.6,1,1,44015,8.0
667,100,800,0.6,1,1,42699,6.0
668,100,800,0.6,1,1,57975,9.0
669,100,800,0.6,1,1,32146,10.0
670,100,800,0.85,1,1,42,7.0
671,100,800,0.85,1,1,67,13.0
672,100,800,0.85,1,1,77,6.0
673,100,800,0.85,1,1,69,8.0
674,100,800,0.85,1,1,13,8.0
675,100,800,0.85,1,1,28430,12.0
676,100,800,0.85,1,1,44015,8.0
677,100,800,0.85,1,1,42699,6.0
678,100,800,0.85,1,1,57975,9.0
679,100,800,0.85,1,1,32146,10.0
