,m,n,beta,d,b_batch,seed,gap
59,2,2,1,2,1,32146,0.0
60,2,3,0,2,1,42,0.5
61,2,3,0,2,1,67,0.5
62,2,3,0,2,1,77,0.5
63,2,3,0,2,1,69,0.5
64,2,3,0,2,1,13,0.5
65,2,3,0,2,1,28430,0.5
66,2,3,0,2,1,44015,1.5
67,2,3,0,2,1,42699,0.5
68,2,3,0,2,1,57975,0.5
69,2,3,0,2,1,32146,0.5
70,2,3,1,2,1,42,0.5
71,2,3,1,2,1,67,0.5
72,2,3,1,2,1,77,0.5
73,2,3,1,2,1,69,0.5
74,2,3,1,2,1,13,0.5
75,2,3,1,2,1,28430,0.5
76,2,3,1,2,1,44015,1.5
77,2,3,1,2,1,42699,0.5
78,2,3,1,2,1,57975,0.5
79,2,3,1,2,1,32146,0.5
80,2,4,0,2,1,42,0.0
81,2,4,0,2,1,67,0.0
82,2,4,0,2,1,77,1.0
83,2,4,0,2,1,69,0.0
84,2,4,0,2,1,13,0.0
85,2,4,0,2,1,28430,0.0
86,2,4,0,2,1,44015,2.0
87,2,4,0,2,1,42699,0.0
88,2,4,0,2,1,57975,0.0
89,2,4,0,2,1,32146,1.0
90,2,4,1,2,1,42,0.0
91,2,4,1,2,1,67,0.0
92,2,4,1,2,1,77,1.0
93,2,4,1,2,1,69,0.0
94,2,4,1,2,1,13,0.0
95,2,4,1,2,1,28430,0.0
96,2,4,1,2,1,44015,2.0
97,2,4,1,2,1,42699,0.0
98,2,4,1,2,1,57975,0.0
99,2,4,1,2,1,32146,1.0
100,5,1,0,2,1,42,0.8
101,5,1,0,2,1,67,0.8
102,5,1,0,2,1,77,0.8
103,5,1,0,2,1,69,0.8
104,5,1,0,2,1,13,0.8
105,5,1,0,2,1,28430,0.8
106,5,1,0,2,1,44015,0.8
107,5,1,0,2,1,42699,0.8
108,5,1,0,2,1,57975,0.8
109,5,1,0,2,1,32146,0.8
110,5,1,1,2,1,42,0.8
111,5,1,1,2,1,67,0.8
112,5,1,1,2,1,77,0.8
113,5,1,1,2,1,69,0.8
114,5,1,1,2,1,13,0.8
115,5,1,1,2,1,28430,0.8
116,5,1,1,2,1,44015,0.8
117,5,1,1,2,1,42699,0.8
118,5,1,1,2,1,57975,0.8
119,5,1,1,2,1,32146,0.8
120,5,2,0,2,1,42,0.6
121,5,2,0,2,1,67,0.6
122,5,2,0,2,1,77,0.6
123,5,2,0,2,1,69,0.6
124,5,2,0,2,1,13,0.6
125,5,2,0,2,1,28430,0.6
126,5,2,0,2,1,44015,0.6
127,5,2,0,2,1,42699,0.6
128,5,2,0,2,1,57975,0.6
129,5,2,0,2,1,32146,0.6
130,5,2,1,2,1,42,0.6
131,5,2,1,2,1,67,0.6
132,5,2,1,2,1,77,0.6
133,5,2,1,2,1,69,0.6
134,5,2,1,2,1,13,0.6
135,5,2,1,2,1,28430,0.6
136,5,2,1,2,1,44015,0.6
137,5,2,1,2,1,42699,0.6
138,5,2,1,2,1,57975,0.6
139,5,2,1,2,1,32146,0.6
140,5,5,0,2,1,42,1.0
141,5,5,0,2,1,67,1.0
142,5,5,0,2,1,77,1.0
143,5,5,0,2,1,69,1.0
144,5,5,0,2,1,13,1.0
145,5,5,0,2,1,28430,1.0
146,5,5,0,2,1,44015,1.0
147,5,5,0,2,1,42699,1.0
148,5,5,0,2,1,57975,0.0
149,5,5,0,2,1,32146,1.0
150,5,5,1,2,1,42,1.0
151,5,5,1,2,1,67,1.0
152,5,5,1,2,1,77,1.0
153,5,5,1,2,1,69,1.0
154,5,5,1,2,1,13,1.0
155,5,5,1,2,1,28430,0.0
156,5,5,1,2,1,44015,1.0
157,5,5,1,2,1,42699,1.0
158,5,5,1,2,1,57975,1.0
159,5,5,1,2,1,32146,1.0
160,5,7,0,2,1,42,0.6000000000000001
161,5,7,0,2,1,67,0.6000000000000001
162,5,7,0,2,1,77,1.6
163,5,7,0,2,1,69,1.6
164,5,7,0,2,1,13,1.6
165,5,7,0,2,1,28430,0.6000000000000001
166,5,7,0,2,1,44015,1.6
167,5,7,0,2,1,42699,1.6
168,5,7,0,2,1,57975,0.6000000000000001
169,5,7,0,2,1,32146,0.6000000000000001
170,5,7,1,2,1,42,0.6000000000000001
171,5,7,1,2,1,67,0.6000000000000001
172,5,7,1,2,1,77,1.6
173,5,7,1,2,1,69,0.6000000000000001
174,5,7,1,2,1,13,0.6000000000000001
175,5,7,1,2,1,28430,0.6000000000000001
176,5,7,1,2,1,44015,1.6
177,5,7,1,2,1,42699,0.6000000000000001
178,5,7,1,2,1,57975,0.6000000000000001
179,5,7,1,2,1,32146,0.6000000000000001
180,5,9,0,2,1,42,1.2
181,5,9,0,2,1,67,1.2
182,5,9,0,2,1,77,1.2
183,5,9,0,2,1,69,1.2
184,5,9,0,2,1,13,1.2
185,5,9,0,2,1,28430,1.2
186,5,9,0,2,1,44015,1.2
187,5,9,0,2,1,42699,1.2
188,5,9,0,2,1,57975,1.2
189,5,9,0,2,1,32146,1.2
190,5,9,1,2,1,42,0.19999999999999996
191,5,9,1,2,1,67,0.19999999999999996
192,5,9,1,2,1,77,1.2
193,5,9,1,2,1,69,1.2
194,5,9,1,2,1,13,1.2
195,5,9,1,2,1,28430,1.2
196,5,9,1,2,1,44015,1.2
197,5,9,1,2,1,42699,1.2
198,5,9,1,2,1,57975,0.19999999999999996
199,5,9,1,2,1,32146,1.2
200,5,11,0,2,1,42,0.7999999999999998
201,5,11,0,2,1,67,1.7999999999999998
202,5,11,0,2,1,77,0.7999999999999998
203,5,11,0,2,1,69,1.7999999999999998
204,5,11,0,2,1,13,1.7999999999999998
205,5,11,0,2,1,28430,0.7999999999999998
206,5,11,0,2,1,44015,0.7999999999999998
207,5,11,0,2,1,42699,1.7999999999999998
208,5,11,0,2,1,57975,0.7999999999999998
209,5,11,0,2,1,32146,0.7999999999999998
210,5,11,1,2,1,42,0.7999999999999998
211,5,11,1,2,1,67,0.7999999999999998
212,5,11,1,2,1,77,0.7999999999999998
213,5,11,1,2,1,69,0.7999999999999998
214,5,11,1,2,1,13,1.7999999999999998
215,5,11,1,2,1,28430,1.7999999999999998
216,5,11,1,2,1,44015,0.7999999999999998
217,5,11,1,2,1,42699,0.7999999999999998
218,5,11,1,2,1,57975,0.7999999999999998
219,5,11,1,2,1,32146,0.7999999999999998
220,5,13,0,2,1,42,0.3999999999999999
221,5,13,0,2,1,67,1.4
222,5,13,0,2,1,77,1.4
223,5,13,0,2,1,69,1.4
224,5,13,0,2,1,13,1.4
225,5,13,0,2,1,28430,0.3999999999999999
226,5,13,0,2,1,44015,0.3999999999999999
227,5,13,0,2,1,42699,1.4
228,5,13,0,2,1,57975,1.4
229,5,13,0,2,1,32146,0.3999999999999999
230,5,13,1,2,1,42,0.3999999999999999
231,5,13,1,2,1,67,0.3999999999999999
232,5,13,1,2,1,77,0.3999999999999999
233,5,13,1,2,1,69,0.3999999999999999
234,5,13,1,2,1,13,1.4
235,5,13,1,2,1,28430,1.4
236,5,13,1,2,1,44015,0.3999999999999999
237,5,13,1,2,1,42699,0.3999999999999999
238,5,13,1,2,1,57975,1.4
239,5,13,1,2,1,32146,0.3999999999999999
240,5,15,0,2,1,42,1.0
241,5,15,0,2,1,67,1.0
242,5,15,0,2,1,77,1.0
243,5,15,0,2,1,69,1.0
244,5,15,0,2,1,13,1.0
245,5,15,0,2,1,28430,1.0
246,5,15,0,2,1,44015,1.0
247,5,15,0,2,1,42699,1.0
248,5,15,0,2,1,57975,2.0
249,5,15,0,2,1,32146,1.0
250,5,15,1,2,1,42,1.0
251,5,15,1,2,1,67,1.0
252,5,15,1,2,1,77,1.0
253,5,15,1,2,1,69,1.0
254,5,15,1,2,1,13,1.0
255,5,15,1,2,1,28430,1.0
256,5,15,1,2,1,44015,1.0
257,5,15,1,2,1,42699,1.0
258,5,15,1,2,1,57975,2.0
259,5,15,1,2,1,32146,1.0
260,5,17,0,2,1,42,1.6
261,5,17,0,2,1,67,1.6
262,5,17,0,2,1,77,1.6
263,5,17,0,2,1,69,1.6
264,5,17,0,2,1,13,1.6
265,5,17,0,2,1,28430,0.6000000000000001
266,5,17,0,2,1,44015,1.6
267,5,17,0,2,1,42699,0.6000000000000001
268,5,17,0,2,1,57975,1.6
269,5,17,0,2,1,32146,1.6
270,5,17,1,2,1,42,0.6000000000000001
271,5,17,1,2,1,67,0.6000000000000001
272,5,17,1,2,1,77,0.6000000000000001
273,5,17,1,2,1,69,1.6
274,5,17,1,2,1,13,0.6000000000000001
275,5,17,1,2,1,28430,0.6000000000000001
276,5,17,1,2,1,44015,0.6000000000000001
277,5,17,1,2,1,42699,0.6000000000000001
278,5,17,1,2,1,57975,1.6
279,5,17,1,2,1,32146,1.6
280,5,19,0,2,1,42,1.2000000000000002
281,5,19,0,2,1,67,1.2000000000000002
282,5,19,0,2,1,77,2.2
283,5,19,0,2,1,69,1.2000000000000002
284,5,19,0,2,1,13,1.2000000000000002
285,5,19,0,2,1,28430,1.2000000000000002
286,5,19,0,2,1,44015,1.2000000000000002
287,5,19,0,2,1,42699,1.2000000000000002
288,5,19,0,2,1,57975,1.2000000000000002
289,5,19,0,2,1,32146,1.2000000000000002
290,5,19,1,2,1,42,0.20000000000000018
291,5,19,1,2,1,67,1.2000000000000002
292,5,19,1,2,1,77,1.2000000000000002
293,5,19,1,2,1,69,1.2000000000000002
294,5,19,1,2,1,13,0.20000000000000018
295,5,19,1,2,1,28430,1.2000000000000002
296,5,19,1,2,1,44015,1.2000000000000002
297,5,19,1,2,1,42699,1.2000000000000002
298,5,19,1,2,1,57975,1.2000000000000002
299,5,19,1,2,1,32146,1.2000000000000002
300,5,21,0,2,1,42,0.7999999999999998
301,5,21,0,2,1,67,0.7999999999999998
302,5,21,0,2,1,77,1.7999999999999998
303,5,21,0,2,1,69,0.7999999999999998
304,5,21,0,2,1,13,1.7999999999999998
305,5,21,0,2,1,28430,0.7999999999999998
306,5,21,0,2,1,44015,1.7999999999999998
307,5,21,0,2,1,42699,0.7999999999999998
308,5,21,0,2,1,57975,0.7999999999999998
309,5,21,0,2,1,32146,0.7999999999999998
310,5,21,1,2,1,42,0.7999999999999998
311,5,21,1,2,1,67,0.7999999999999998
312,5,21,1,2,1,77,1.7999999999999998
313,5,21,1,2,1,69,0.7999999999999998
314,5,21,1,2,1,13,0.7999999999999998
315,5,21,1,2,1,28430,0.7999999999999998
316,5,21,1,2,1,44015,0.7999999999999998
317,5,21,1,2,1,42699,1.7999999999999998
318,5,21,1,2,1,57975,0.7999999999999998
319,5,21,1,2,1,32146,0.7999999999999998
320,5,23,0,2,1,42,1.4000000000000004
321,5,23,0,2,1,67,2.4000000000000004
322,5,23,0,2,1,77,1.4000000000000004
323,5,23,0,2,1,69,0.40000000000000036
324,5,23,0,2,1,13,1.4000000000000004
325,5,23,0,2,1,28430,1.4000000000000004
326,5,23,0,2,1,44015,1.4000000000000004
327,5,23,0,2,1,42699,1.4000000000000004
328,5,23,0,2,1,57975,0.40000000000000036
329,5,23,0,2,1,32146,1.4000000000000004
330,5,23,1,2,1,42,0.40000000000000036
331,5,23,1,2,1,67,0.40000000000000036
332,5,23,1,2,1,77,1.4000000000000004
333,5,23,1,2,1,69,0.40000000000000036
334,5,23,1,2,1,13,0.40000000000000036
335,5,23,1,2,1,28430,0.40000000000000036
336,5,23,1,2,1,44015,1.4000000000000004
337,5,23,1,2,1,42699,1.4000000000000004
338,5,23,1,2,1,57975,0.40000000000000036
339,5,23,1,2,1,32146,1.4000000000000004
340,5,25,0,2,1,42,1.0
341,5,25,0,2,1,67,2.0
342,5,25,0,2,1,77,2.0
343,5,25,0,2,1,69,1.0
344,5,25,0,2,1,13,1.0
345,5,25,0,2,1,28430,1.0
346,5,25,0,2,1,44015,1.0
347,5,25,0,2,1,42699,1.0
348,5,25,0,2,1,57975,1.0
349,5,25,0,2,1,32146,2.0
350,5,25,1,2,1,42,1.0
351,5,25,1,2,1,67,0.0
352,5,25,1,2,1,77,1.0
353,5,25,1,2,1,69,1.0
354,5,25,1,2,1,13,1.0
355,5,25,1,2,1,28430,2.0
356,5,25,1,2,1,44015,1.0
357,5,25,1,2,1,42699,1.0
358,5,25,1,2,1,57975,1.0
359,5,25,1,2,1,32146,1.0
360,10,2,0,2,1,42,0.8
361,10,2,0,2,1,67,0.8
362,10,2,0,2,1,77,0.8
363,10,2,0,2,1,69,0.8
364,10,2,0,2,1,13,0.8
365,10,2,0,2,1,28430,0.8
366,10,2,0,2,1,44015,0.8
367,10,2,0,2,1,42699,0.8
368,10,2,0,2,1,57975,0.8
369,10,2,0,2,1,32146,0.8
370,10,2,1,2,1,42,0.8
371,10,2,1,2,1,67,0.8
372,10,2,1,2,1,77,0.8
373,10,2,1,2,1,69,0.8
374,10,2,1,2,1,13,0.8
375,10,2,1,2,1,28430,0.8
376,10,2,1,2,1,44015,0.8
377,10,2,1,2,1,42699,0.8
378,10,2,1,2,1,57975,0.8
379,10,2,1,2,1,32146,0.8
380,10,5,0,2,1,42,0.5
381,10,5,0,2,1,67,1.5
382,10,5,0,2,1,77,0.5
383,10,5,0,2,1,69,0.5
384,10,5,0,2,1,13,1.5
385,10,5,0,2,1,28430,0.5
386,10,5,0,2,1,44015,0.5
387,10,5,0,2,1,42699,1.5
388,10,5,0,2,1,57975,0.5
389,10,5,0,2,1,32146,0.5
390,10,5,1,2,1,42,0.5
391,10,5,1,2,1,67,1.5
392,10,5,1,2,1,77,0.5
393,10,5,1,2,1,69,0.5
394,10,5,1,2,1,13,1.5
395,10,5,1,2,1,28430,0.5
396,10,5,1,2,1,44015,0.5
397,10,5,1,2,1,42699,1.5
398,10,5,1,2,1,57975,0.5
399,10,5,1,2,1,32146,0.5
400,10,10,0,2,1,42,1.0
401,10,10,0,2,1,67,1.0
402,10,10,0,2,1,77,2.0
403,10,10,0,2,1,69,2.0
404,10,10,0,2,1,13,2.0
405,10,10,0,2,1,28430,1.0
406,10,10,0,2,1,44015,1.0
407,10,10,0,2,1,42699,1.0
408,10,10,0,2,1,57975,1.0
409,10,10,0,2,1,32146,1.0
410,10,10,1,2,1,42,1.0
411,10,10,1,2,1,67,1.0
412,10,10,1,2,1,77,2.0
413,10,10,1,2,1,69,2.0
414,10,10,1,2,1,13,1.0
415,10,10,1,2,1,28430,1.0
416,10,10,1,2,1,44015,1.0
417,10,10,1,2,1,42699,2.0
418,10,10,1,2,1,57975,1.0
419,10,10,1,2,1,32146,1.0
420,10,15,0,2,1,42,0.5
421,10,15,0,2,1,67,2.5
422,10,15,0,2,1,77,1.5
423,10,15,0,2,1,69,1.5
424,10,15,0,2,1,13,1.5
425,10,15,0,2,1,28430,0.5
426,10,15,0,2,1,44015,1.5
427,10,15,0,2,1,42699,1.5
428,10,15,0,2,1,57975,1.5
429,10,15,0,2,1,32146,0.5
430,10,15,1,2,1,42,1.5
431,10,15,1,2,1,67,2.5
432,10,15,1,2,1,77,1.5
433,10,15,1,2,1,69,1.5
434,10,15,1,2,1,13,0.5
435,10,15,1,2,1,28430,1.5
436,10,15,1,2,1,44015,1.5
437,10,15,1,2,1,42699,1.5
438,10,15,1,2,1,57975,1.5
439,10,15,1,2,1,32146,0.5
440,10,20,0,2,1,42,1.0
441,10,20,0,2,1,67,2.0
442,10,20,0,2,1,77,1.0
443,10,20,0,2,1,69,1.0
444,10,20,0,2,1,13,1.0
445,10,20,0,2,1,28430,1.0
446,10,20,0,2,1,44015,1.0
447,10,20,0,2,1,42699,1.0
448,10,20,0,2,1,57975,1.0
449,10,20,0,2,1,32146,1.0
450,10,20,1,2,1,42,1.0
451,10,20,1,2,1,67,2.0
452,10,20,1,2,1,77,1.0
453,10,20,1,2,1,69,1.0
454,10,20,1,2,1,13,1.0
455,10,20,1,2,1,28430,2.0
456,10,20,1,2,1,44015,1.0
457,10,20,1,2,1,42699,1.0
458,10,20,1,2,1,57975,1.0
459,10,20,1,2,1,32146,1.0
460,10,25,0,2,1,42,1.5
461,10,25,0,2,1,67,3.5
462,10,25,0,2,1,77,1.5
463,10,25,0,2,1,69,1.5
464,10,25,0,2,1,13,1.5
465,10,25,0,2,1,28430,0.5
466,10,25,0,2,1,44015,1.5
467,10,25,0,2,1,42699,2.5
468,10,25,0,2,1,57975,0.5
469,10,25,0,2,1,32146,1.5
470,10,25,1,2,1,42,0.5
471,10,25,1,2,1,67,1.5
472,10,25,1,2,1,77,0.5
473,10,25,1,2,1,69,1.5
474,10,25,1,2,1,13,1.5
475,10,25,1,2,1,28430,2.5
476,10,25,1,2,1,44015,1.5
477,10,25,1,2,1,42699,1.5
478,10,25,1,2,1,57975,0.5
479,10,25,1,2,1,32146,0.5
480,10,30,0,2,1,42,1.0
481,10,30,0,2,1,67,5.0
482,10,30,0,2,1,77,1.0
483,10,30,0,2,1,69,2.0
484,10,30,0,2,1,13,1.0
485,10,30,0,2,1,28430,1.0
486,10,30,0,2,1,44015,2.0
487,10,30,0,2,1,42699,2.0
488,10,30,0,2,1,57975,1.0
489,10,30,0,2,1,32146,1.0
490,10,30,1,2,1,42,1.0
491,10,30,1,2,1,67,2.0
492,10,30,1,2,1,77,1.0
493,10,30,1,2,1,69,1.0
494,10,30,1,2,1,13,1.0
495,10,30,1,2,1,28430,2.0
496,10,30,1,2,1,44015,1.0
497,10,30,1,2,1,42699,1.0
498,10,30,1,2,1,57975,1.0
499,10,30,1,2,1,32146,1.0
500,10,35,0,2,1,42,1.5
501,10,35,0,2,1,67,4.5
502,10,35,0,2,1,77,1.5
503,10,35,0,2,1,69,1.5
504,10,35,0,2,1,13,1.5
505,10,35,0,2,1,28430,0.5
506,10,35,0,2,1,44015,1.5
507,10,35,0,2,1,42699,2.5
508,10,35,0,2,1,57975,1.5
509,10,35,0,2,1,32146,1.5
510,10,35,1,2,1,42,0.5
511,10,35,1,2,1,67,1.5
512,10,35,1,2,1,77,1.5
513,10,35,1,2,1,69,0.5
514,10,35,1,2,1,13,0.5
515,10,35,1,2,1,28430,1.5
516,10,35,1,2,1,44015,1.5
517,10,35,1,2,1,42699,0.5
518,10,35,1,2,1,57975,0.5
519,10,35,1,2,1,32146,1.5
520,10,40,0,2,1,42,2.0
521,10,40,0,2,1,67,4.0
522,10,40,0,2,1,77,1.0
523,10,40,0,2,1,69,2.0
524,10,40,0,2,1,13,2.0
525,10,40,0,2,1,28430,1.0
526,10,40,0,2,1,44015,2.0
527,10,40,0,2,1,42699,2.0
528,10,40,0,2,1,57975,1.0
529,10,40,0,2,1,32146,2.0
530,10,40,1,2,1,42,1.0
531,10,40,1,2,1,67,2.0
532,10,40,1,2,1,77,1.0
533,10,40,1,2,1,69,1.0
534,10,40,1,2,1,13,1.0
535,10,40,1,2,1,28430,1.0
536,10,40,1,2,1,44015,1.0
537,10,40,1,2,1,42699,1.0
538,10,40,1,2,1,57975,1.0
539,10,40,1,2,1,32146,2.0
540,10,45,0,2,1,42,1.5
541,10,45,0,2,1,67,3.5
542,10,45,0,2,1,77,1.5
543,10,45,0,2,1,69,2.5
544,10,45,0,2,1,13,2.5
545,10,45,0,2,1,28430,1.5
546,10,45,0,2,1,44015,1.5
547,10,45,0,2,1,42699,1.5
548,10,45,0,2,1,57975,1.5
549,10,45,0,2,1,32146,1.5
550,10,45,1,2,1,42,0.5
551,10,45,1,2,1,67,1.5
552,10,45,1,2,1,77,1.5
553,10,45,1,2,1,69,1.5
554,10,45,1,2,1,13,0.5
555,10,45,1,2,1,28430,1.5
556,10,45,1,2,1,44015,0.5
557,10,45,1,2,1,42699,0.5
558,10,45,1,2,1,57975,1.5
559,10,45,1,2,1,32146,1.5
560,10,50,0,2,1,42,2.0
561,10,50,0,2,1,67,3.0
562,10,50,0,2,1,77,2.0
563,10,50,0,2,1,69,2.0
564,10,50,0,2,1,13,2.0
565,10,50,0,2,1,28430,2.0
566,10,50,0,2,1,44015,1.0
567,10,50,0,2,1,42699,1.0
568,10,50,0,2,1,57975,1.0
569,10,50,0,2,1,32146,2.0
570,10,50,1,2,1,42,1.0
571,10,50,1,2,1,67,1.0
572,10,50,1,2,1,77,2.0
573,10,50,1,2,1,69,1.0
574,10,50,1,2,1,13,1.0
575,10,50,1,2,1,28430,2.0
576,10,50,1,2,1,44015,1.0
577,10,50,1,2,1,42699,1.0
578,10,50,1,2,1,57975,1.0
579,10,50,1,2,1,32146,1.0
580,10,55,0,2,1,42,2.5
581,10,55,0,2,1,67,2.5
582,10,55,0,2,1,77,1.5
583,10,55,0,2,1,69,2.5
584,10,55,0,2,1,13,2.5
585,10,55,0,2,1,28430,1.5
586,10,55,0,2,1,44015,1.5
587,10,55,0,2,1,42699,1.5
588,10,55,0,2,1,57975,1.5
589,10,55,0,2,1,32146,1.5
590,10,55,1,2,1,42,0.5
591,10,55,1,2,1,67,1.5
592,10,55,1,2,1,77,1.5
593,10,55,1,2,1,69,1.5
594,10,55,1,2,1,13,1.5
595,10,55,1,2,1,28430,1.5
596,10,55,1,2,1,44015,0.5
597,10,55,1,2,1,42699,0.5
598,10,55,1,2,1,57975,1.5
599,10,55,1,2,1,32146,1.5
600,10,60,0,2,1,42,2.0
601,10,60,0,2,1,67,2.0
602,10,60,0,2,1,77,1.0
603,10,60,0,2,1,69,2.0
604,10,60,0,2,1,13,2.0
605,10,60,0,2,1,28430,1.0
606,10,60,0,2,1,44015,1.0
607,10,60,0,2,1,42699,1.0
608,10,60,0,2,1,57975,1.0
609,10,60,0,2,1,32146,1.0
610,10,60,1,2,1,42,2.0
611,10,60,1,2,1,67,1.0
612,10,60,1,2,1,77,1.0
613,10,60,1,2,1,69,1.0
614,10,60,1,2,1,13,1.0
615,10,60,1,2,1,28430,1.0
616,10,60,1,2,1,44015,1.0
617,10,60,1,2,1,42699,1.0
618,10,60,1,2,1,57975,1.0
619,10,60,1,2,1,32146,1.0
620,10,65,0,2,1,42,2.5
621,10,65,0,2,1,67,1.5
622,10,65,0,2,1,77,1.5
623,10,65,0,2,1,69,1.5
624,10,65,0,2,1,13,1.5
625,10,65,0,2,1,28430,1.5
626,10,65,0,2,1,44015,1.5
627,10,65,0,2,1,42699,1.5
628,10,65,0,2,1,57975,2.5
629,10,65,0,2,1,32146,0.5
630,10,65,1,2,1,42,1.5
631,10,65,1,2,1,67,0.5
632,10,65,1,2,1,77,1.5
633,10,65,1,2,1,69,0.5
634,10,65,1,2,1,13,1.5
635,10,65,1,2,1,28430,1.5
636,10,65,1,2,1,44015,0.5
637,10,65,1,2,1,42699,0.5
638,10,65,1,2,1,57975,1.5
639,10,65,1,2,1,32146,1.5
640,10,70,0,2,1,42,2.0
641,10,70,0,2,1,67,1.0
642,10,70,0,2,1,77,1.0
643,10,70,0,2,1,69,1.0
644,10,70,0,2,1,13,1.0
645,10,70,0,2,1,28430,2.0
646,10,70,0,2,1,44015,1.0
647,10,70,0,2,1,42699,1.0
648,10,70,0,2,1,57975,2.0
649,10,70,0,2,1,32146,1.0
650,10,70,1,2,1,42,1.0
651,10,70,1,2,1,67,1.0
652,10,70,1,2,1,77,1.0
653,10,70,1,2,1,69,1.0
654,10,70,1,2,1,13,1.0
655,10,70,1,2,1,28430,2.0
656,10,70,1,2,1,44015,2.0
657,10,70,1,2,1,42699,1.0
658,10,70,1,2,1,57975,1.0
659,10,70,1,2,1,32146,1.0
660,10,75,0,2,1,42,1.5
661,10,75,0,2,1,67,1.5
662,10,75,0,2,1,77,1.5
663,10,75,0,2,1,69,1.5
664,10,75,0,2,1,13,1.5
665,10,75,0,2,1,28430,1.5
666,10,75,0,2,1,44015,1.5
667,10,75,0,2,1,42699,1.5
668,10,75,0,2,1,57975,1.5
669,10,75,0,2,1,32146,1.5
670,10,75,1,2,1,42,1.5
671,10,75,1,2,1,67,0.5
672,10,75,1,2,1,77,1.5
673,10,75,1,2,1,69,0.5
674,10,75,1,2,1,13,0.5
675,10,75,1,2,1,28430,1.5
676,10,75,1,2,1,44015,1.5
677,10,75,1,2,1,42699,0.5
678,10,75,1,2,1,57975,0.5
679,10,75,1,2,1,32146,1.5
680,10,80,0,2,1,42,2.0
681,10,80,0,2,1,67,1.0
682,10,80,0,2,1,77,1.0
683,10,80,0,2,1,69,1.0
684,10,80,0,2,1,13,1.0
685,10,80,0,2,1,28430,2.0
686,10,80,0,2,1,44015,1.0
687,10,80,0,2,1,42699,1.0
688,10,80,0,2,1,57975,1.0
689,10,80,0,2,1,32146,2.0
690,10,80,1,2,1,42,1.0
691,10,80,1,2,1,67,1.0
692,10,80,1,2,1,77,1.0
693,10,80,1,2,1,69,1.0
694,10,80,1,2,1,13,1.0
695,10,80,1,2,1,28430,2.0
696,10,80,1,2,1,44015,1.0
697,10,80,1,2,1,42699,1.0
698,10,80,1,2,1,57975,1.0
699,10,80,1,2,1,32146,1.0
700,10,85,0,2,1,42,1.5
701,10,85,0,2,1,67,0.5
702,10,85,0,2,1,77,2.5
703,10,85,0,2,1,69,1.5
704,10,85,0,2,1,13,1.5
705,10,85,0,2,1,28430,1.5
706,10,85,0,2,1,44015,1.5
707,10,85,0,2,1,42699,3.5
708,10,85,0,2,1,57975,1.5
709,10,85,0,2,1,32146,1.5
710,10,85,1,2,1,42,1.5
711,10,85,1,2,1,67,1.5
712,10,85,1,2,1,77,1.5
713,10,85,1,2,1,69,0.5
714,10,85,1,2,1,13,0.5
715,10,85,1,2,1,28430,2.5
716,10,85,1,2,1,44015,0.5
717,10,85,1,2,1,42699,0.5
718,10,85,1,2,1,57975,1.5
719,10,85,1,2,1,32146,0.5
720,10,90,0,2,1,42,1.0
721,10,90,0,2,1,67,1.0
722,10,90,0,2,1,77,2.0
