,m,n,beta,d,b_batch,seed,gap
65,2,2,0.75,2,1,42,0.0
66,2,2,0.75,2,1,67,0.0
67,2,2,0.75,2,1,77,1.0
68,2,2,0.75,2,1,69,0.0
69,2,2,0.75,2,1,13,1.0
70,2,2,1.0,2,1,42,0.0
71,2,2,1.0,2,1,67,0.0
72,2,2,1.0,2,1,77,0.0
73,2,2,1.0,2,1,69,0.0
74,2,2,1.0,2,1,13,0.0
75,2,3,0.0,2,1,42,0.5
76,2,3,0.0,2,1,67,0.5
77,2,3,0.0,2,1,77,1.5
78,2,3,0.0,2,1,69,1.5
79,2,3,0.0,2,1,13,0.5
80,2,3,0.25,2,1,42,0.5
81,2,3,0.25,2,1,67,0.5
82,2,3,0.25,2,1,77,0.5
83,2,3,0.25,2,1,69,1.5
84,2,3,0.25,2,1,13,0.5
85,2,3,0.5,2,1,42,0.5
86,2,3,0.5,2,1,67,0.5
87,2,3,0.5,2,1,77,0.5
88,2,3,0.5,2,1,69,1.5
89,2,3,0.5,2,1,13,0.5
90,2,3,0.75,2,1,42,0.5
91,2,3,0.75,2,1,67,0.5
92,2,3,0.75,2,1,77,0.5
93,2,3,0.75,2,1,69,0.5
94,2,3,0.75,2,1,13,0.5
95,2,3,1.0,2,1,42,0.5
96,2,3,1.0,2,1,67,0.5
97,2,3,1.0,2,1,77,0.5
98,2,3,1.0,2,1,69,0.5
99,2,3,1.0,2,1,13,0.5
100,2,4,0.0,2,1,42,1.0
101,2,4,0.0,2,1,67,1.0
102,2,4,0.0,2,1,77,1.0
103,2,4,0.0,2,1,69,1.0
104,2,4,0.0,2,1,13,0.0
105,2,4,0.25,2,1,42,1.0
106,2,4,0.25,2,1,67,1.0
107,2,4,0.25,2,1,77,0.0
108,2,4,0.25,2,1,69,1.0
109,2,4,0.25,2,1,13,0.0
110,2,4,0.5,2,1,42,1.0
111,2,4,0.5,2,1,67,0.0
112,2,4,0.5,2,1,77,0.0
113,2,4,0.5,2,1,69,1.0
114,2,4,0.5,2,1,13,1.0
115,2,4,0.75,2,1,42,0.0
116,2,4,0.75,2,1,67,0.0
117,2,4,0.75,2,1,77,0.0
118,2,4,0.75,2,1,69,1.0
119,2,4,0.75,2,1,13,1.0
120,2,4,1.0,2,1,42,0.0
121,2,4,1.0,2,1,67,0.0
122,2,4,1.0,2,1,77,1.0
123,2,4,1.0,2,1,69,0.0
124,2,4,1.0,2,1,13,0.0
125,5,1,0.0,2,1,42,0.8
126,5,1,0.0,2,1,67,0.8
127,5,1,0.0,2,1,77,0.8
128,5,1,0.0,2,1,69,0.8
129,5,1,0.0,2,1,13,0.8
130,5,1,0.25,2,1,42,0.8
131,5,1,0.25,2,1,67,0.8
132,5,1,0.25,2,1,77,0.8
133,5,1,0.25,2,1,69,0.8
134,5,1,0.25,2,1,13,0.8
135,5,1,0.5,2,1,42,0.8
136,5,1,0.5,2,1,67,0.8
137,5,1,0.5,2,1,77,0.8
138,5,1,0.5,2,1,69,0.8
139,5,1,0.5,2,1,13,0.8
140,5,1,0.75,2,1,42,0.8
141,5,1,0.75,2,1,67,0.8
142,5,1,0.75,2,1,77,0.8
143,5,1,0.75,2,1,69,0.8
144,5,1,0.75,2,1,13,0.8
145,5,1,1.0,2,1,42,0.8
146,5,1,1.0,2,1,67,0.8
147,5,1,1.0,2,1,77,0.8
148,5,1,1.0,2,1,69,0.8
149,5,1,1.0,2,1,13,0.8
150,5,2,0.0,2,1,42,0.6
151,5,2,0.0,2,1,67,0.6
152,5,2,0.0,2,1,77,0.6
153,5,2,0.0,2,1,69,0.6
154,5,2,0.0,2,1,13,1.6
155,5,2,0.25,2,1,42,0.6
156,5,2,0.25,2,1,67,0.6
157,5,2,0.25,2,1,77,0.6
158,5,2,0.25,2,1,69,0.6
159,5,2,0.25,2,1,13,1.6
160,5,2,0.5,2,1,42,0.6
161,5,2,0.5,2,1,67,0.6
162,5,2,0.5,2,1,77,0.6
163,5,2,0.5,2,1,69,0.6
164,5,2,0.5,2,1,13,1.6
165,5,2,0.75,2,1,42,0.6
166,5,2,0.75,2,1,67,0.6
167,5,2,0.75,2,1,77,0.6
168,5,2,0.75,2,1,69,0.6
169,5,2,0.75,2,1,13,1.6
170,5,2,1.0,2,1,42,0.6
171,5,2,1.0,2,1,67,0.6
172,5,2,1.0,2,1,77,0.6
173,5,2,1.0,2,1,69,0.6
174,5,2,1.0,2,1,13,0.6
175,5,5,0.0,2,1,42,1.0
176,5,5,0.0,2,1,67,1.0
177,5,5,0.0,2,1,77,0.0
178,5,5,0.0,2,1,69,1.0
179,5,5,0.0,2,1,13,1.0
180,5,5,0.25,2,1,42,1.0
181,5,5,0.25,2,1,67,1.0
182,5,5,0.25,2,1,77,1.0
183,5,5,0.25,2,1,69,1.0
184,5,5,0.25,2,1,13,1.0
185,5,5,0.5,2,1,42,1.0
186,5,5,0.5,2,1,67,1.0
187,5,5,0.5,2,1,77,1.0
188,5,5,0.5,2,1,69,1.0
189,5,5,0.5,2,1,13,1.0
190,5,5,0.75,2,1,42,1.0
191,5,5,0.75,2,1,67,1.0
192,5,5,0.75,2,1,77,1.0
193,5,5,0.75,2,1,69,1.0
194,5,5,0.75,2,1,13,1.0
195,5,5,1.0,2,1,42,1.0
196,5,5,1.0,2,1,67,1.0
197,5,5,1.0,2,1,77,1.0
198,5,5,1.0,2,1,69,1.0
199,5,5,1.0,2,1,13,1.0
200,5,7,0.0,2,1,42,1.6
201,5,7,0.0,2,1,67,1.6
202,5,7,0.0,2,1,77,0.6000000000000001
203,5,7,0.0,2,1,69,2.6
204,5,7,0.0,2,1,13,1.6
205,5,7,0.25,2,1,42,0.6000000000000001
206,5,7,0.25,2,1,67,0.6000000000000001
207,5,7,0.25,2,1,77,1.6
208,5,7,0.25,2,1,69,1.6
209,5,7,0.25,2,1,13,1.6
210,5,7,0.5,2,1,42,0.6000000000000001
211,5,7,0.5,2,1,67,0.6000000000000001
212,5,7,0.5,2,1,77,1.6
213,5,7,0.5,2,1,69,1.6
214,5,7,0.5,2,1,13,1.6
215,5,7,0.75,2,1,42,0.6000000000000001
216,5,7,0.75,2,1,67,0.6000000000000001
217,5,7,0.75,2,1,77,1.6
218,5,7,0.75,2,1,69,0.6000000000000001
219,5,7,0.75,2,1,13,1.6
220,5,7,1.0,2,1,42,0.6000000000000001
221,5,7,1.0,2,1,67,0.6000000000000001
222,5,7,1.0,2,1,77,1.6
223,5,7,1.0,2,1,69,0.6000000000000001
224,5,7,1.0,2,1,13,0.6000000000000001
225,5,9,0.0,2,1,42,1.2
226,5,9,0.0,2,1,67,1.2
227,5,9,0.0,2,1,77,2.2
228,5,9,0.0,2,1,69,2.2
229,5,9,0.0,2,1,13,1.2
230,5,9,0.25,2,1,42,2.2
231,5,9,0.25,2,1,67,1.2
232,5,9,0.25,2,1,77,1.2
233,5,9,0.25,2,1,69,3.2
234,5,9,0.25,2,1,13,1.2
235,5,9,0.5,2,1,42,1.2
236,5,9,0.5,2,1,67,1.2
237,5,9,0.5,2,1,77,2.2
238,5,9,0.5,2,1,69,3.2
239,5,9,0.5,2,1,13,1.2
240,5,9,0.75,2,1,42,1.2
241,5,9,0.75,2,1,67,1.2
242,5,9,0.75,2,1,77,2.2
243,5,9,0.75,2,1,69,1.2
244,5,9,0.75,2,1,13,1.2
245,5,9,1.0,2,1,42,0.19999999999999996
246,5,9,1.0,2,1,67,0.19999999999999996
247,5,9,1.0,2,1,77,1.2
248,5,9,1.0,2,1,69,0.19999999999999996
249,5,9,1.0,2,1,13,1.2
250,5,11,0.0,2,1,42,0.7999999999999998
251,5,11,0.0,2,1,67,1.7999999999999998
252,5,11,0.0,2,1,77,1.7999999999999998
253,5,11,0.0,2,1,69,2.8
254,5,11,0.0,2,1,13,1.7999999999999998
255,5,11,0.25,2,1,42,1.7999999999999998
256,5,11,0.25,2,1,67,0.7999999999999998
257,5,11,0.25,2,1,77,0.7999999999999998
258,5,11,0.25,2,1,69,2.8
259,5,11,0.25,2,1,13,0.7999999999999998
260,5,11,0.5,2,1,42,0.7999999999999998
261,5,11,0.5,2,1,67,0.7999999999999998
262,5,11,0.5,2,1,77,1.7999999999999998
263,5,11,0.5,2,1,69,2.8
264,5,11,0.5,2,1,13,1.7999999999999998
265,5,11,0.75,2,1,42,0.7999999999999998
266,5,11,0.75,2,1,67,1.7999999999999998
267,5,11,0.75,2,1,77,1.7999999999999998
268,5,11,0.75,2,1,69,0.7999999999999998
269,5,11,0.75,2,1,13,0.7999999999999998
270,5,11,1.0,2,1,42,0.7999999999999998
271,5,11,1.0,2,1,67,0.7999999999999998
272,5,11,1.0,2,1,77,1.7999999999999998
273,5,11,1.0,2,1,69,0.7999999999999998
274,5,11,1.0,2,1,13,1.7999999999999998
275,5,13,0.0,2,1,42,1.4
276,5,13,0.0,2,1,67,2.4
277,5,13,0.0,2,1,77,2.4
278,5,13,0.0,2,1,69,2.4
279,5,13,0.0,2,1,13,1.4
280,5,13,0.25,2,1,42,1.4
281,5,13,0.25,2,1,67,0.3999999999999999
282,5,13,0.25,2,1,77,1.4
283,5,13,0.25,2,1,69,3.4
284,5,13,0.25,2,1,13,1.4
285,5,13,0.5,2,1,42,0.3999999999999999
286,5,13,0.5,2,1,67,0.3999999999999999
287,5,13,0.5,2,1,77,2.4
288,5,13,0.5,2,1,69,3.4
289,5,13,0.5,2,1,13,1.4
290,5,13,0.75,2,1,42,1.4
291,5,13,0.75,2,1,67,1.4
292,5,13,0.75,2,1,77,2.4
293,5,13,0.75,2,1,69,1.4
294,5,13,0.75,2,1,13,0.3999999999999999
295,5,13,1.0,2,1,42,0.3999999999999999
296,5,13,1.0,2,1,67,0.3999999999999999
297,5,13,1.0,2,1,77,1.4
298,5,13,1.0,2,1,69,0.3999999999999999
299,5,13,1.0,2,1,13,1.4
300,5,15,0.0,2,1,42,1.0
301,5,15,0.0,2,1,67,2.0
302,5,15,0.0,2,1,77,2.0
303,5,15,0.0,2,1,69,2.0
304,5,15,0.0,2,1,13,1.0
305,5,15,0.25,2,1,42,2.0
306,5,15,0.25,2,1,67,1.0
307,5,15,0.25,2,1,77,1.0
308,5,15,0.25,2,1,69,3.0
309,5,15,0.25,2,1,13,1.0
310,5,15,0.5,2,1,42,1.0
311,5,15,0.5,2,1,67,1.0
312,5,15,0.5,2,1,77,2.0
313,5,15,0.5,2,1,69,3.0
314,5,15,0.5,2,1,13,2.0
315,5,15,0.75,2,1,42,1.0
316,5,15,0.75,2,1,67,1.0
317,5,15,0.75,2,1,77,2.0
318,5,15,0.75,2,1,69,2.0
319,5,15,0.75,2,1,13,1.0
320,5,15,1.0,2,1,42,1.0
321,5,15,1.0,2,1,67,0.0
322,5,15,1.0,2,1,77,2.0
323,5,15,1.0,2,1,69,0.0
324,5,15,1.0,2,1,13,1.0
325,5,17,0.0,2,1,42,1.6
326,5,17,0.0,2,1,67,1.6
327,5,17,0.0,2,1,77,1.6
328,5,17,0.0,2,1,69,1.6
329,5,17,0.0,2,1,13,1.6
330,5,17,0.25,2,1,42,1.6
331,5,17,0.25,2,1,67,0.6000000000000001
332,5,17,0.25,2,1,77,0.6000000000000001
333,5,17,0.25,2,1,69,2.6
334,5,17,0.25,2,1,13,0.6000000000000001
335,5,17,0.5,2,1,42,0.6000000000000001
336,5,17,0.5,2,1,67,0.6000000000000001
337,5,17,0.5,2,1,77,1.6
338,5,17,0.5,2,1,69,2.6
339,5,17,0.5,2,1,13,2.6
340,5,17,0.75,2,1,42,1.6
341,5,17,0.75,2,1,67,0.6000000000000001
342,5,17,0.75,2,1,77,1.6
343,5,17,0.75,2,1,69,2.6
344,5,17,0.75,2,1,13,1.6
345,5,17,1.0,2,1,42,0.6000000000000001
346,5,17,1.0,2,1,67,0.6000000000000001
347,5,17,1.0,2,1,77,1.6
348,5,17,1.0,2,1,69,1.6
349,5,17,1.0,2,1,13,0.6000000000000001
350,5,19,0.0,2,1,42,1.2000000000000002
351,5,19,0.0,2,1,67,2.2
352,5,19,0.0,2,1,77,2.2
353,5,19,0.0,2,1,69,2.2
354,5,19,0.0,2,1,13,2.2
355,5,19,0.25,2,1,42,1.2000000000000002
356,5,19,0.25,2,1,67,0.20000000000000018
357,5,19,0.25,2,1,77,1.2000000000000002
358,5,19,0.25,2,1,69,3.2
359,5,19,0.25,2,1,13,1.2000000000000002
360,5,19,0.5,2,1,42,0.20000000000000018
361,5,19,0.5,2,1,67,1.2000000000000002
362,5,19,0.5,2,1,77,2.2
363,5,19,0.5,2,1,69,2.2
364,5,19,0.5,2,1,13,2.2
365,5,19,0.75,2,1,42,1.2000000000000002
366,5,19,0.75,2,1,67,1.2000000000000002
367,5,19,0.75,2,1,77,2.2
368,5,19,0.75,2,1,69,2.2
369,5,19,0.75,2,1,13,1.2000000000000002
370,5,19,1.0,2,1,42,0.20000000000000018
371,5,19,1.0,2,1,67,1.2000000000000002
372,5,19,1.0,2,1,77,1.2000000000000002
373,5,19,1.0,2,1,69,1.2000000000000002
374,5,19,1.0,2,1,13,0.20000000000000018
375,5,21,0.0,2,1,42,0.7999999999999998
376,5,21,0.0,2,1,67,1.7999999999999998
377,5,21,0.0,2,1,77,1.7999999999999998
378,5,21,0.0,2,1,69,1.7999999999999998
379,5,21,0.0,2,1,13,2.8
380,5,21,0.25,2,1,42,1.7999999999999998
381,5,21,0.25,2,1,67,0.7999999999999998
382,5,21,0.25,2,1,77,1.7999999999999998
383,5,21,0.25,2,1,69,3.8
384,5,21,0.25,2,1,13,0.7999999999999998
385,5,21,0.5,2,1,42,0.7999999999999998
386,5,21,0.5,2,1,67,0.7999999999999998
387,5,21,0.5,2,1,77,1.7999999999999998
388,5,21,0.5,2,1,69,2.8
389,5,21,0.5,2,1,13,1.7999999999999998
390,5,21,0.75,2,1,42,0.7999999999999998
391,5,21,0.75,2,1,67,0.7999999999999998
392,5,21,0.75,2,1,77,1.7999999999999998
393,5,21,0.75,2,1,69,1.7999999999999998
394,5,21,0.75,2,1,13,0.7999999999999998
395,5,21,1.0,2,1,42,0.7999999999999998
396,5,21,1.0,2,1,67,0.7999999999999998
397,5,21,1.0,2,1,77,1.7999999999999998
398,5,21,1.0,2,1,69,1.7999999999999998
399,5,21,1.0,2,1,13,0.7999999999999998
400,5,23,0.0,2,1,42,1.4000000000000004
401,5,23,0.0,2,1,67,2.4000000000000004
402,5,23,0.0,2,1,77,2.4000000000000004
403,5,23,0.0,2,1,69,2.4000000000000004
404,5,23,0.0,2,1,13,2.4000000000000004
405,5,23,0.25,2,1,42,1.4000000000000004
406,5,23,0.25,2,1,67,0.40000000000000036
407,5,23,0.25,2,1,77,1.4000000000000004
408,5,23,0.25,2,1,69,3.4000000000000004
409,5,23,0.25,2,1,13,1.4000000000000004
410,5,23,0.5,2,1,42,1.4000000000000004
411,5,23,0.5,2,1,67,1.4000000000000004
412,5,23,0.5,2,1,77,1.4000000000000004
413,5,23,0.5,2,1,69,2.4000000000000004
414,5,23,0.5,2,1,13,1.4000000000000004
415,5,23,0.75,2,1,42,0.40000000000000036
416,5,23,0.75,2,1,67,1.4000000000000004
417,5,23,0.75,2,1,77,1.4000000000000004
418,5,23,0.75,2,1,69,1.4000000000000004
419,5,23,0.75,2,1,13,0.40000000000000036
420,5,23,1.0,2,1,42,0.40000000000000036
421,5,23,1.0,2,1,67,0.40000000000000036
422,5,23,1.0,2,1,77,1.4000000000000004
423,5,23,1.0,2,1,69,2.4000000000000004
424,5,23,1.0,2,1,13,0.40000000000000036
425,5,25,0.0,2,1,42,1.0
426,5,25,0.0,2,1,67,3.0
427,5,25,0.0,2,1,77,2.0
428,5,25,0.0,2,1,69,3.0
429,5,25,0.0,2,1,13,3.0
430,5,25,0.25,2,1,42,1.0
431,5,25,0.25,2,1,67,1.0
432,5,25,0.25,2,1,77,1.0
433,5,25,0.25,2,1,69,4.0
434,5,25,0.25,2,1,13,1.0
435,5,25,0.5,2,1,42,2.0
436,5,25,0.5,2,1,67,1.0
437,5,25,0.5,2,1,77,2.0
438,5,25,0.5,2,1,69,2.0
439,5,25,0.5,2,1,13,1.0
440,5,25,0.75,2,1,42,1.0
441,5,25,0.75,2,1,67,1.0
442,5,25,0.75,2,1,77,2.0
443,5,25,0.75,2,1,69,1.0
444,5,25,0.75,2,1,13,1.0
445,5,25,1.0,2,1,42,1.0
446,5,25,1.0,2,1,67,1.0
447,5,25,1.0,2,1,77,2.0
448,5,25,1.0,2,1,69,2.0
449,5,25,1.0,2,1,13,1.0
450,10,2,0.0,2,1,42,0.8
451,10,2,0.0,2,1,67,0.8
452,10,2,0.0,2,1,77,0.8
453,10,2,0.0,2,1,69,0.8
454,10,2,0.0,2,1,13,1.8
455,10,2,0.25,2,1,42,0.8
456,10,2,0.25,2,1,67,0.8
457,10,2,0.25,2,1,77,0.8
458,10,2,0.25,2,1,69,0.8
459,10,2,0.25,2,1,13,1.8
460,10,2,0.5,2,1,42,0.8
461,10,2,0.5,2,1,67,0.8
462,10,2,0.5,2,1,77,0.8
463,10,2,0.5,2,1,69,0.8
464,10,2,0.5,2,1,13,1.8
465,10,2,0.75,2,1,42,0.8
466,10,2,0.75,2,1,67,0.8
467,10,2,0.75,2,1,77,0.8
468,10,2,0.75,2,1,69,0.8
469,10,2,0.75,2,1,13,1.8
470,10,2,1.0,2,1,42,0.8
471,10,2,1.0,2,1,67,0.8
472,10,2,1.0,2,1,77,0.8
473,10,2,1.0,2,1,69,0.8
474,10,2,1.0,2,1,13,0.8
475,10,5,0.0,2,1,42,0.5
476,10,5,0.0,2,1,67,1.5
477,10,5,0.0,2,1,77,0.5
478,10,5,0.0,2,1,69,0.5
479,10,5,0.0,2,1,13,1.5
480,10,5,0.25,2,1,42,0.5
481,10,5,0.25,2,1,67,1.5
482,10,5,0.25,2,1,77,1.5
483,10,5,0.25,2,1,69,0.5
484,10,5,0.25,2,1,13,1.5
485,10,5,0.5,2,1,42,0.5
486,10,5,0.5,2,1,67,1.5
487,10,5,0.5,2,1,77,0.5
488,10,5,0.5,2,1,69,0.5
489,10,5,0.5,2,1,13,1.5
490,10,5,0.75,2,1,42,0.5
491,10,5,0.75,2,1,67,1.5
492,10,5,0.75,2,1,77,0.5
493,10,5,0.75,2,1,69,1.5
494,10,5,0.75,2,1,13,1.5
495,10,5,1.0,2,1,42,0.5
496,10,5,1.0,2,1,67,1.5
497,10,5,1.0,2,1,77,0.5
498,10,5,1.0,2,1,69,0.5
499,10,5,1.0,2,1,13,1.5
500,10,10,0.0,2,1,42,1.0
501,10,10,0.0,2,1,67,2.0
502,10,10,0.0,2,1,77,2.0
503,10,10,0.0,2,1,69,2.0
504,10,10,0.0,2,1,13,2.0
505,10,10,0.25,2,1,42,2.0
506,10,10,0.25,2,1,67,1.0
507,10,10,0.25,2,1,77,2.0
508,10,10,0.25,2,1,69,2.0
509,10,10,0.25,2,1,13,3.0
510,10,10,0.5,2,1,42,1.0
511,10,10,0.5,2,1,67,2.0
512,10,10,0.5,2,1,77,1.0
513,10,10,0.5,2,1,69,2.0
514,10,10,0.5,2,1,13,3.0
515,10,10,0.75,2,1,42,1.0
516,10,10,0.75,2,1,67,1.0
517,10,10,0.75,2,1,77,1.0
518,10,10,0.75,2,1,69,1.0
519,10,10,0.75,2,1,13,2.0
520,10,10,1.0,2,1,42,1.0
521,10,10,1.0,2,1,67,1.0
522,10,10,1.0,2,1,77,2.0
523,10,10,1.0,2,1,69,2.0
524,10,10,1.0,2,1,13,1.0
525,10,15,0.0,2,1,42,1.5
526,10,15,0.0,2,1,67,1.5
527,10,15,0.0,2,1,77,2.5
528,10,15,0.0,2,1,69,1.5
529,10,15,0.0,2,1,13,2.5
530,10,15,0.25,2,1,42,2.5
531,10,15,0.25,2,1,67,1.5
532,10,15,0.25,2,1,77,1.5
533,10,15,0.25,2,1,69,2.5
534,10,15,0.25,2,1,13,3.5
535,10,15,0.5,2,1,42,0.5
536,10,15,0.5,2,1,67,1.5
537,10,15,0.5,2,1,77,1.5
538,10,15,0.5,2,1,69,2.5
539,10,15,0.5,2,1,13,2.5
540,10,15,0.75,2,1,42,0.5
541,10,15,0.75,2,1,67,1.5
542,10,15,0.75,2,1,77,1.5
543,10,15,0.75,2,1,69,1.5
544,10,15,0.75,2,1,13,1.5
545,10,15,1.0,2,1,42,0.5
546,10,15,1.0,2,1,67,1.5
547,10,15,1.0,2,1,77,1.5
548,10,15,1.0,2,1,69,1.5
549,10,15,1.0,2,1,13,1.5
550,10,20,0.0,2,1,42,1.0
551,10,20,0.0,2,1,67,2.0
552,10,20,0.0,2,1,77,3.0
553,10,20,0.0,2,1,69,2.0
554,10,20,0.0,2,1,13,2.0
555,10,20,0.25,2,1,42,2.0
556,10,20,0.25,2,1,67,2.0
557,10,20,0.25,2,1,77,2.0
558,10,20,0.25,2,1,69,2.0
559,10,20,0.25,2,1,13,3.0
560,10,20,0.5,2,1,42,1.0
561,10,20,0.5,2,1,67,2.0
562,10,20,0.5,2,1,77,2.0
563,10,20,0.5,2,1,69,2.0
564,10,20,0.5,2,1,13,2.0
565,10,20,0.75,2,1,42,1.0
566,10,20,0.75,2,1,67,2.0
567,10,20,0.75,2,1,77,1.0
568,10,20,0.75,2,1,69,2.0
569,10,20,0.75,2,1,13,1.0
570,10,20,1.0,2,1,42,1.0
571,10,20,1.0,2,1,67,1.0
572,10,20,1.0,2,1,77,1.0
573,10,20,1.0,2,1,69,1.0
574,10,20,1.0,2,1,13,1.0
575,10,25,0.0,2,1,42,1.5
576,10,25,0.0,2,1,67,2.5
577,10,25,0.0,2,1,77,2.5
578,10,25,0.0,2,1,69,2.5
579,10,25,0.0,2,1,13,2.5
580,10,25,0.25,2,1,42,1.5
581,10,25,0.25,2,1,67,1.5
582,10,25,0.25,2,1,77,1.5
583,10,25,0.25,2,1,69,2.5
584,10,25,0.25,2,1,13,2.5
585,10,25,0.5,2,1,42,1.5
586,10,25,0.5,2,1,67,1.5
587,10,25,0.5,2,1,77,1.5
588,10,25,0.5,2,1,69,2.5
589,10,25,0.5,2,1,13,1.5
590,10,25,0.75,2,1,42,1.5
591,10,25,0.75,2,1,67,2.5
592,10,25,0.75,2,1,77,1.5
593,10,25,0.75,2,1,69,1.5
594,10,25,0.75,2,1,13,1.5
595,10,25,1.0,2,1,42,0.5
596,10,25,1.0,2,1,67,1.5
597,10,25,1.0,2,1,77,0.5
598,10,25,1.0,2,1,69,1.5
599,10,25,1.0,2,1,13,1.5
600,10,30,0.0,2,1,42,2.0
601,10,30,0.0,2,1,67,2.0
602,10,30,0.0,2,1,77,3.0
603,10,30,0.0,2,1,69,3.0
604,10,30,0.0,2,1,13,3.0
605,10,30,0.25,2,1,42,3.0
606,10,30,0.25,2,1,67,3.0
607,10,30,0.25,2,1,77,2.0
608,10,30,0.25,2,1,69,2.0
609,10,30,0.25,2,1,13,2.0
610,10,30,0.5,2,1,42,1.0
611,10,30,0.5,2,1,67,2.0
612,10,30,0.5,2,1,77,1.0
613,10,30,0.5,2,1,69,3.0
614,10,30,0.5,2,1,13,1.0
615,10,30,0.75,2,1,42,1.0
616,10,30,0.75,2,1,67,2.0
617,10,30,0.75,2,1,77,1.0
618,10,30,0.75,2,1,69,2.0
619,10,30,0.75,2,1,13,1.0
620,10,30,1.0,2,1,42,1.0
621,10,30,1.0,2,1,67,2.0
622,10,30,1.0,2,1,77,2.0
623,10,30,1.0,2,1,69,1.0
624,10,30,1.0,2,1,13,1.0
625,10,35,0.0,2,1,42,1.5
626,10,35,0.0,2,1,67,2.5
627,10,35,0.0,2,1,77,2.5
628,10,35,0.0,2,1,69,2.5
629,10,35,0.0,2,1,13,2.5
630,10,35,0.25,2,1,42,3.5
631,10,35,0.25,2,1,67,3.5
632,10,35,0.25,2,1,77,1.5
633,10,35,0.25,2,1,69,3.5
634,10,35,0.25,2,1,13,2.5
635,10,35,0.5,2,1,42,1.5
636,10,35,0.5,2,1,67,2.5
637,10,35,0.5,2,1,77,1.5
638,10,35,0.5,2,1,69,4.5
639,10,35,0.5,2,1,13,0.5
640,10,35,0.75,2,1,42,1.5
641,10,35,0.75,2,1,67,2.5
642,10,35,0.75,2,1,77,1.5
643,10,35,0.75,2,1,69,1.5
644,10,35,0.75,2,1,13,1.5
645,10,35,1.0,2,1,42,0.5
646,10,35,1.0,2,1,67,1.5
647,10,35,1.0,2,1,77,2.5
648,10,35,1.0,2,1,69,0.5
649,10,35,1.0,2,1,13,1.5
650,10,40,0.0,2,1,42,2.0
651,10,40,0.0,2,1,67,2.0
652,10,40,0.0,2,1,77,2.0
653,10,40,0.0,2,1,69,3.0
654,10,40,0.0,2,1,13,2.0
655,10,40,0.25,2,1,42,3.0
656,10,40,0.25,2,1,67,3.0
657,10,40,0.25,2,1,77,2.0
658,10,40,0.25,2,1,69,3.0
659,10,40,0.25,2,1,13,2.0
660,10,40,0.5,2,1,42,1.0
661,10,40,0.5,2,1,67,2.0
662,10,40,0.5,2,1,77,1.0
663,10,40,0.5,2,1,69,4.0
664,10,40,0.5,2,1,13,1.0
665,10,40,0.75,2,1,42,1.0
666,10,40,0.75,2,1,67,2.0
667,10,40,0.75,2,1,77,2.0
668,10,40,0.75,2,1,69,1.0
